country,question,percentage_yes,code
Poland,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",94,POL
Poland,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,40,POL
Portugal,Q3 Do you think studying diseases is a part of science?,97,PRT
Portugal,"Q5A Have you, personally, ever, learned about science at Primary School?",74,PRT
Portugal,"Q5B Have you, personally, ever, learned about science at Secondary School?",73,PRT
Portugal,"Q5C Have you, personally, ever, learned about science at College/University?",26,PRT
Portugal,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",39,PRT
Portugal,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",54,PRT
Portugal,"Q8 Would you, personally, like to know more about science?",76,PRT
Portugal,"Q9 Would you, personally, like to know more about medicine, disease, or health?",82,PRT
Portugal,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",41,PRT
Portugal,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",77,PRT
Portugal,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",70,PRT
Portugal,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",86,PRT
Portugal,"Q23 Before today, had you ever heard of a vaccine?",98,PRT
Portugal,"Q27 Do you, personally, have any children?",69,PRT
Portugal,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",91,PRT
Portugal,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,46,PRT
Romania,Q3 Do you think studying diseases is a part of science?,91,ROU
Romania,"Q5A Have you, personally, ever, learned about science at Primary School?",81,ROU
Romania,"Q5B Have you, personally, ever, learned about science at Secondary School?",67,ROU
Romania,"Q5C Have you, personally, ever, learned about science at College/University?",25,ROU
Romania,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",33,ROU
Romania,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",55.00000000000001,ROU
Romania,"Q8 Would you, personally, like to know more about science?",76,ROU
Romania,"Q9 Would you, personally, like to know more about medicine, disease, or health?",84,ROU
Romania,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",44,ROU
Romania,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",59,ROU
Romania,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",49,ROU
Romania,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",78,ROU
Romania,"Q23 Before today, had you ever heard of a vaccine?",95,ROU
Romania,"Q27 Do you, personally, have any children?",72,ROU
Romania,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",93,ROU
Romania,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,38,ROU
Russia,Q3 Do you think studying diseases is a part of science?,93,RUS
Russia,"Q5A Have you, personally, ever, learned about science at Primary School?",80,RUS
Russia,"Q5B Have you, personally, ever, learned about science at Secondary School?",88,RUS
Russia,"Q5C Have you, personally, ever, learned about science at College/University?",65,RUS
Russia,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",33,RUS
Russia,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",49,RUS
Russia,"Q8 Would you, personally, like to know more about science?",55.00000000000001,RUS
Russia,"Q9 Would you, personally, like to know more about medicine, disease, or health?",66,RUS
Russia,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",28.999999999999996,RUS
Russia,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",54,RUS
Russia,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",62,RUS
Russia,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",82,RUS
Russia,"Q23 Before today, had you ever heard of a vaccine?",91,RUS
Russia,"Q27 Do you, personally, have any children?",67,RUS
Russia,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",91,RUS
Russia,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,35,RUS
Rwanda,Q3 Do you think studying diseases is a part of science?,70,RWA
Rwanda,"Q5A Have you, personally, ever, learned about science at Primary School?",52,RWA
Rwanda,"Q5B Have you, personally, ever, learned about science at Secondary School?",20,RWA
Rwanda,"Q5C Have you, personally, ever, learned about science at College/University?",3,RWA
Rwanda,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",16,RWA
Rwanda,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",45,RWA
Rwanda,"Q8 Would you, personally, like to know more about science?",73,RWA
Rwanda,"Q9 Would you, personally, like to know more about medicine, disease, or health?",90,RWA
Rwanda,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",76,RWA
Rwanda,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",97,RWA
Rwanda,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",71,RWA
Rwanda,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",84,RWA
Rwanda,"Q23 Before today, had you ever heard of a vaccine?",83,RWA
Rwanda,"Q27 Do you, personally, have any children?",64,RWA
Rwanda,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",100,RWA
Rwanda,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,19,RWA
Saudi Arabia,Q3 Do you think studying diseases is a part of science?,89,SAU
Saudi Arabia,"Q5A Have you, personally, ever, learned about science at Primary School?",99,SAU
Saudi Arabia,"Q5B Have you, personally, ever, learned about science at Secondary School?",79,SAU
Saudi Arabia,"Q5C Have you, personally, ever, learned about science at College/University?",28.999999999999996,SAU
Saudi Arabia,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",41,SAU
Saudi Arabia,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",57.99999999999999,SAU
Saudi Arabia,"Q8 Would you, personally, like to know more about science?",76,SAU
Saudi Arabia,"Q9 Would you, personally, like to know more about medicine, disease, or health?",81,SAU
Saudi Arabia,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",60,SAU
Saudi Arabia,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",72,SAU
Saudi Arabia,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",89,SAU
Saudi Arabia,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",93,SAU
Saudi Arabia,"Q23 Before today, had you ever heard of a vaccine?",95,SAU
Saudi Arabia,"Q27 Do you, personally, have any children?",85,SAU
Saudi Arabia,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",98,SAU
Senegal,Q3 Do you think studying diseases is a part of science?,80,SEN
Senegal,"Q5A Have you, personally, ever, learned about science at Primary School?",51,SEN
Senegal,"Q5B Have you, personally, ever, learned about science at Secondary School?",47,SEN
Senegal,"Q5C Have you, personally, ever, learned about science at College/University?",6,SEN
Senegal,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",24,SEN
Senegal,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",31,SEN
Senegal,"Q8 Would you, personally, like to know more about science?",77,SEN
Senegal,"Q9 Would you, personally, like to know more about medicine, disease, or health?",81,SEN
Senegal,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",40,SEN
Senegal,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",78,SEN
Senegal,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",59,SEN
Senegal,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",76,SEN
Senegal,"Q23 Before today, had you ever heard of a vaccine?",85,SEN
Senegal,"Q27 Do you, personally, have any children?",61,SEN
Senegal,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",89,SEN
Senegal,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,16,SEN
Serbia,Q3 Do you think studying diseases is a part of science?,90,SRB
Serbia,"Q5A Have you, personally, ever, learned about science at Primary School?",82,SRB
Serbia,"Q5B Have you, personally, ever, learned about science at Secondary School?",72,SRB
Serbia,"Q5C Have you, personally, ever, learned about science at College/University?",34,SRB
Serbia,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",37,SRB
Serbia,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",49,SRB
Serbia,"Q8 Would you, personally, like to know more about science?",60,SRB
Serbia,"Q9 Would you, personally, like to know more about medicine, disease, or health?",73,SRB
Serbia,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",35,SRB
Serbia,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",67,SRB
Serbia,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",53,SRB
Serbia,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",76,SRB
Serbia,"Q23 Before today, had you ever heard of a vaccine?",96,SRB
Serbia,"Q27 Do you, personally, have any children?",67,SRB
Serbia,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",95,SRB
Serbia,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,36,SRB
Sierra Leone,Q3 Do you think studying diseases is a part of science?,61,SLE
Sierra Leone,"Q5A Have you, personally, ever, learned about science at Primary School?",39,SLE
Sierra Leone,"Q5B Have you, personally, ever, learned about science at Secondary School?",42,SLE
Sierra Leone,"Q5C Have you, personally, ever, learned about science at College/University?",10,SLE
Sierra Leone,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",22,SLE
Sierra Leone,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",28.000000000000004,SLE
Sierra Leone,"Q8 Would you, personally, like to know more about science?",80,SLE
Sierra Leone,"Q9 Would you, personally, like to know more about medicine, disease, or health?",85,SLE
Sierra Leone,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",69,SLE
Sierra Leone,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",74,SLE
Sierra Leone,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",68,SLE
Sierra Leone,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",78,SLE
Sierra Leone,"Q23 Before today, had you ever heard of a vaccine?",89,SLE
Sierra Leone,"Q27 Do you, personally, have any children?",72,SLE
Sierra Leone,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",97,SLE
Sierra Leone,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,23,SLE
Singapore,Q3 Do you think studying diseases is a part of science?,94,SGP
Singapore,"Q5A Have you, personally, ever, learned about science at Primary School?",94,SGP
Singapore,"Q5B Have you, personally, ever, learned about science at Secondary School?",88,SGP
Singapore,"Q5C Have you, personally, ever, learned about science at College/University?",40,SGP
Singapore,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",41,SGP
Singapore,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",49,SGP
Singapore,"Q8 Would you, personally, like to know more about science?",56.00000000000001,SGP
Singapore,"Q9 Would you, personally, like to know more about medicine, disease, or health?",72,SGP
Singapore,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",55.00000000000001,SGP
Singapore,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",94,SGP
Singapore,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",75,SGP
Singapore,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",88,SGP
Singapore,"Q23 Before today, had you ever heard of a vaccine?",81,SGP
Singapore,"Q27 Do you, personally, have any children?",59,SGP
Singapore,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",95,SGP
Singapore,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,25,SGP
Slovakia,Q3 Do you think studying diseases is a part of science?,91,SVK
Slovakia,"Q5A Have you, personally, ever, learned about science at Primary School?",67,SVK
Slovakia,"Q5B Have you, personally, ever, learned about science at Secondary School?",67,SVK
Slovakia,"Q5C Have you, personally, ever, learned about science at College/University?",23,SVK
Slovakia,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",24,SVK
Slovakia,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",38,SVK
Slovakia,"Q8 Would you, personally, like to know more about science?",43,SVK
Slovakia,"Q9 Would you, personally, like to know more about medicine, disease, or health?",60,SVK
Slovakia,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",49,SVK
Slovakia,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",71,SVK
Slovakia,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",57.99999999999999,SVK
Slovakia,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",78,SVK
Slovakia,"Q23 Before today, had you ever heard of a vaccine?",89,SVK
Slovakia,"Q27 Do you, personally, have any children?",66,SVK
Slovakia,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",96,SVK
Slovakia,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,44,SVK
Slovenia,Q3 Do you think studying diseases is a part of science?,97,SVN
Slovenia,"Q5A Have you, personally, ever, learned about science at Primary School?",59,SVN
Slovenia,"Q5B Have you, personally, ever, learned about science at Secondary School?",59,SVN
Slovenia,"Q5C Have you, personally, ever, learned about science at College/University?",27,SVN
Slovenia,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",40,SVN
Slovenia,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",61,SVN
Slovenia,"Q8 Would you, personally, like to know more about science?",60,SVN
Slovenia,"Q9 Would you, personally, like to know more about medicine, disease, or health?",75,SVN
Slovenia,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",51,SVN
Slovenia,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",81,SVN
Slovenia,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",70,SVN
Slovenia,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",80,SVN
Slovenia,"Q23 Before today, had you ever heard of a vaccine?",91,SVN
Slovenia,"Q27 Do you, personally, have any children?",74,SVN
Slovenia,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",95,SVN
Slovenia,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,39,SVN
South Africa,Q3 Do you think studying diseases is a part of science?,82,ZAF
South Africa,"Q5A Have you, personally, ever, learned about science at Primary School?",71,ZAF
South Africa,"Q5B Have you, personally, ever, learned about science at Secondary School?",59,ZAF
South Africa,"Q5C Have you, personally, ever, learned about science at College/University?",12,ZAF
South Africa,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",25,ZAF
South Africa,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",38,ZAF
South Africa,"Q8 Would you, personally, like to know more about science?",79,ZAF
South Africa,"Q9 Would you, personally, like to know more about medicine, disease, or health?",90,ZAF
South Africa,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",46,ZAF
South Africa,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",68,ZAF
South Africa,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",54,ZAF
South Africa,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",84,ZAF
South Africa,"Q23 Before today, had you ever heard of a vaccine?",42,ZAF
South Africa,"Q27 Do you, personally, have any children?",64,ZAF
South Africa,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",90,ZAF
South Africa,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,32,ZAF
South Korea,Q3 Do you think studying diseases is a part of science?,92,KOR
South Korea,"Q5A Have you, personally, ever, learned about science at Primary School?",88,KOR
South Korea,"Q5B Have you, personally, ever, learned about science at Secondary School?",90,KOR
South Korea,"Q5C Have you, personally, ever, learned about science at College/University?",36,KOR
South Korea,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",35,KOR
South Korea,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",65,KOR
South Korea,"Q8 Would you, personally, like to know more about science?",63,KOR
South Korea,"Q9 Would you, personally, like to know more about medicine, disease, or health?",83,KOR
South Korea,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",31,KOR
South Korea,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",69,KOR
South Korea,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",73,KOR
South Korea,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",94,KOR
South Korea,"Q23 Before today, had you ever heard of a vaccine?",89,KOR
South Korea,"Q27 Do you, personally, have any children?",56.00000000000001,KOR
South Korea,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",95,KOR
South Korea,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,61,KOR
Spain,Q3 Do you think studying diseases is a part of science?,98,ESP
Spain,"Q5A Have you, personally, ever, learned about science at Primary School?",83,ESP
Spain,"Q5B Have you, personally, ever, learned about science at Secondary School?",77,ESP
Spain,"Q5C Have you, personally, ever, learned about science at College/University?",22,ESP
Spain,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",56.00000000000001,ESP
Spain,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",63,ESP
Spain,"Q8 Would you, personally, like to know more about science?",75,ESP
Spain,"Q9 Would you, personally, like to know more about medicine, disease, or health?",72,ESP
Spain,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",44,ESP
Spain,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",87,ESP
Spain,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",79,ESP
Spain,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",87,ESP
Spain,"Q23 Before today, had you ever heard of a vaccine?",98,ESP
Spain,"Q27 Do you, personally, have any children?",56.00000000000001,ESP
Spain,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",97,ESP
Spain,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,64,ESP
Sri Lanka,Q3 Do you think studying diseases is a part of science?,90,LKA
Sri Lanka,"Q5A Have you, personally, ever, learned about science at Primary School?",50,LKA
Sri Lanka,"Q5B Have you, personally, ever, learned about science at Secondary School?",65,LKA
Sri Lanka,"Q5C Have you, personally, ever, learned about science at College/University?",5,LKA
Sri Lanka,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",23,LKA
Sri Lanka,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",41,LKA
Sri Lanka,"Q8 Would you, personally, like to know more about science?",75,LKA
Sri Lanka,"Q9 Would you, personally, like to know more about medicine, disease, or health?",85,LKA
Sri Lanka,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",48,LKA
Sri Lanka,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",87,LKA
Sri Lanka,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",45,LKA
Sri Lanka,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",84,LKA
Sri Lanka,"Q23 Before today, had you ever heard of a vaccine?",87,LKA
Sri Lanka,"Q27 Do you, personally, have any children?",88,LKA
Sri Lanka,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",95,LKA
Sri Lanka,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,19,LKA
Eswatini,Q3 Do you think studying diseases is a part of science?,87,SWZ
Eswatini,"Q5A Have you, personally, ever, learned about science at Primary School?",84,SWZ
Eswatini,"Q5B Have you, personally, ever, learned about science at Secondary School?",64,SWZ
Eswatini,"Q5C Have you, personally, ever, learned about science at College/University?",7.000000000000001,SWZ
Eswatini,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",24,SWZ
Eswatini,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",37,SWZ
Eswatini,"Q8 Would you, personally, like to know more about science?",87,SWZ
Eswatini,"Q9 Would you, personally, like to know more about medicine, disease, or health?",93,SWZ
Eswatini,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",62,SWZ
Eswatini,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",84,SWZ
Eswatini,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",65,SWZ
Eswatini,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",82,SWZ
Eswatini,"Q23 Before today, had you ever heard of a vaccine?",92,SWZ
Eswatini,"Q27 Do you, personally, have any children?",67,SWZ
Eswatini,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",96,SWZ
Eswatini,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,39,SWZ
Sweden,Q3 Do you think studying diseases is a part of science?,89,SWE
Sweden,"Q5A Have you, personally, ever, learned about science at Primary School?",62,SWE
Sweden,"Q5B Have you, personally, ever, learned about science at Secondary School?",77,SWE
Sweden,"Q5C Have you, personally, ever, learned about science at College/University?",42,SWE
Sweden,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",57.99999999999999,SWE
Sweden,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",65,SWE
Sweden,"Q8 Would you, personally, like to know more about science?",71,SWE
Sweden,"Q9 Would you, personally, like to know more about medicine, disease, or health?",72,SWE
Sweden,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",53,SWE
Sweden,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",81,SWE
Sweden,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",75,SWE
Sweden,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",89,SWE
Sweden,"Q23 Before today, had you ever heard of a vaccine?",98,SWE
Sweden,"Q27 Do you, personally, have any children?",63,SWE
Sweden,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",97,SWE
Sweden,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,20,SWE
Switzerland,Q3 Do you think studying diseases is a part of science?,94,CHE
Switzerland,"Q5A Have you, personally, ever, learned about science at Primary School?",69,CHE
Switzerland,"Q5B Have you, personally, ever, learned about science at Secondary School?",76,CHE
Switzerland,"Q5C Have you, personally, ever, learned about science at College/University?",22,CHE
Switzerland,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",51,CHE
Switzerland,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",64,CHE
Switzerland,"Q8 Would you, personally, like to know more about science?",50,CHE
Switzerland,"Q9 Would you, personally, like to know more about medicine, disease, or health?",59,CHE
Switzerland,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",57.99999999999999,CHE
Switzerland,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",90,CHE
Switzerland,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",80,CHE
Switzerland,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",77,CHE
Switzerland,"Q23 Before today, had you ever heard of a vaccine?",93,CHE
Switzerland,"Q27 Do you, personally, have any children?",61,CHE
Switzerland,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",92,CHE
Switzerland,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,53,CHE
Taiwan,Q3 Do you think studying diseases is a part of science?,87,TWN
Taiwan,"Q5A Have you, personally, ever, learned about science at Primary School?",62,TWN
Taiwan,"Q5B Have you, personally, ever, learned about science at Secondary School?",74,TWN
Taiwan,"Q5C Have you, personally, ever, learned about science at College/University?",30,TWN
Taiwan,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",36,TWN
Taiwan,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",62,TWN
Taiwan,"Q8 Would you, personally, like to know more about science?",43,TWN
Taiwan,"Q9 Would you, personally, like to know more about medicine, disease, or health?",74,TWN
Taiwan,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",40,TWN
Taiwan,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",83,TWN
Taiwan,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",65,TWN
Taiwan,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",84,TWN
Taiwan,"Q23 Before today, had you ever heard of a vaccine?",99,TWN
Taiwan,"Q27 Do you, personally, have any children?",61,TWN
Taiwan,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",89,TWN
Taiwan,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,19,TWN
Tajikistan,Q3 Do you think studying diseases is a part of science?,92,TJK
Tajikistan,"Q5A Have you, personally, ever, learned about science at Primary School?",88,TJK
Tajikistan,"Q5B Have you, personally, ever, learned about science at Secondary School?",94,TJK
Tajikistan,"Q5C Have you, personally, ever, learned about science at College/University?",25,TJK
Tajikistan,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",41,TJK
Tajikistan,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",45,TJK
Tajikistan,"Q8 Would you, personally, like to know more about science?",82,TJK
Tajikistan,"Q9 Would you, personally, like to know more about medicine, disease, or health?",85,TJK
Tajikistan,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",44,TJK
Tajikistan,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",92,TJK
Tajikistan,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",75,TJK
Tajikistan,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",92,TJK
Tajikistan,"Q23 Before today, had you ever heard of a vaccine?",92,TJK
Tajikistan,"Q27 Do you, personally, have any children?",69,TJK
Tajikistan,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",85,TJK
Tajikistan,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,2,TJK
Tanzania,Q3 Do you think studying diseases is a part of science?,85,TZA
